JD,Magnitude,Uncertainty,HQuncertainty,Band,Observer Code,Comment Code(s),Comp Star 1,Comp Star 2,Charts,Comments,Transfomed,Airmass,Validation Flag,Cmag,Kmag,HJD,Star Name,Observer Affiliation,Measurement Method,Grouping Method,ADS Reference,Digitizer,Credit
2459685.737697,12.474,0.010,,B,RFDA,,ENSEMBLE,12.8,X27886K,REMOTELY FROM BURKE-GAFFNEY OBSERVATORY (PLANEWAVE CDK24 TELESCOPE).,0,2.234,Z,,12.713,,RS OPH,AAVSO,STD,,,,
2459685.738495,12.436,0.011,,B,RFDA,,ENSEMBLE,12.8,X27886K,REMOTELY FROM BURKE-GAFFNEY OBSERVATORY (PLANEWAVE CDK24 TELESCOPE).,0,2.222,Z,,12.727,,RS OPH,AAVSO,STD,,,,
2459685.739282,12.460,0.012,,B,RFDA,,ENSEMBLE,12.8,X27886K,REMOTELY FROM BURKE-GAFFNEY OBSERVATORY (PLANEWAVE CDK24 TELESCOPE).,0,2.211,Z,,12.713,,RS OPH,AAVSO,STD,,,,
2459685.740069,12.454,0.011,,B,RFDA,,ENSEMBLE,12.8,X27886K,REMOTELY FROM BURKE-GAFFNEY OBSERVATORY (PLANEWAVE CDK24 TELESCOPE).,0,2.200,Z,,12.743,,RS OPH,AAVSO,STD,,,,
2459685.740868,12.466,0.012,,B,RFDA,,ENSEMBLE,12.8,X27886K,REMOTELY FROM BURKE-GAFFNEY OBSERVATORY (PLANEWAVE CDK24 TELESCOPE).,0,2.189,Z,,12.693,,RS OPH,AAVSO,STD,,,,
2459685.741655,12.506,0.011,,B,RFDA,,ENSEMBLE,12.8,X27886K,REMOTELY FROM BURKE-GAFFNEY OBSERVATORY (PLANEWAVE CDK24 TELESCOPE).,0,2.178,Z,,12.711,,RS OPH,AAVSO,STD,,,,
2459685.742442,12.532,0.021,,B,RFDA,,ENSEMBLE,12.8,X27886K,REMOTELY FROM BURKE-GAFFNEY OBSERVATORY (PLANEWAVE CDK24 TELESCOPE).,0,2.167,Z,,12.762,,RS OPH,AAVSO,STD,,,,
2459685.743241,12.541,0.009,,B,RFDA,,ENSEMBLE,12.8,X27886K,REMOTELY FROM BURKE-GAFFNEY OBSERVATORY (PLANEWAVE CDK24 TELESCOPE).,0,2.157,Z,,12.726,,RS OPH,AAVSO,STD,,,,
2459685.744028,12.537,0.012,,B,RFDA,,ENSEMBLE,12.8,X27886K,REMOTELY FROM BURKE-GAFFNEY OBSERVATORY (PLANEWAVE CDK24 TELESCOPE).,0,2.147,Z,,12.750,,RS OPH,AAVSO,STD,,,,
2459685.744826,12.521,0.010,,B,RFDA,,ENSEMBLE,12.8,X27886K,REMOTELY FROM BURKE-GAFFNEY OBSERVATORY (PLANEWAVE CDK24 TELESCOPE).,0,2.136,Z,,12.766,,RS OPH,AAVSO,STD,,,,
2459685.745613,12.542,0.011,,B,RFDA,,ENSEMBLE,12.8,X27886K,REMOTELY FROM BURKE-GAFFNEY OBSERVATORY (PLANEWAVE CDK24 TELESCOPE).,0,2.127,Z,,12.707,,RS OPH,AAVSO,STD,,,,
2459685.7464,12.515,0.009,,B,RFDA,,ENSEMBLE,12.8,X27886K,REMOTELY FROM BURKE-GAFFNEY OBSERVATORY (PLANEWAVE CDK24 TELESCOPE).,0,2.117,Z,,12.770,,RS OPH,AAVSO,STD,,,,
2459685.747199,12.529,0.010,,B,RFDA,,ENSEMBLE,12.8,X27886K,REMOTELY FROM BURKE-GAFFNEY OBSERVATORY (PLANEWAVE CDK24 TELESCOPE).,0,2.107,Z,,12.714,,RS OPH,AAVSO,STD,,,,
2459685.747986,12.495,0.009,,B,RFDA,,ENSEMBLE,12.8,X27886K,REMOTELY FROM BURKE-GAFFNEY OBSERVATORY (PLANEWAVE CDK24 TELESCOPE).,0,2.098,Z,,12.721,,RS OPH,AAVSO,STD,,,,
2459685.748773,12.474,0.011,,B,RFDA,,ENSEMBLE,12.8,X27886K,REMOTELY FROM BURKE-GAFFNEY OBSERVATORY (PLANEWAVE CDK24 TELESCOPE).,0,2.088,Z,,12.725,,RS OPH,AAVSO,STD,,,,
2459685.749572,12.528,0.011,,B,RFDA,,ENSEMBLE,12.8,X27886K,REMOTELY FROM BURKE-GAFFNEY OBSERVATORY (PLANEWAVE CDK24 TELESCOPE).,0,2.079,Z,,12.704,,RS OPH,AAVSO,STD,,,,
2459685.750359,12.498,0.012,,B,RFDA,,ENSEMBLE,12.8,X27886K,REMOTELY FROM BURKE-GAFFNEY OBSERVATORY (PLANEWAVE CDK24 TELESCOPE).,0,2.070,Z,,12.754,,RS OPH,AAVSO,STD,,,,
2459685.751146,12.499,0.014,,B,RFDA,,ENSEMBLE,12.8,X27886K,REMOTELY FROM BURKE-GAFFNEY OBSERVATORY (PLANEWAVE CDK24 TELESCOPE).,0,2.061,Z,,12.745,,RS OPH,AAVSO,STD,,,,
2459685.751944,12.489,0.012,,B,RFDA,,ENSEMBLE,12.8,X27886K,REMOTELY FROM BURKE-GAFFNEY OBSERVATORY (PLANEWAVE CDK24 TELESCOPE).,0,2.052,Z,,12.706,,RS OPH,AAVSO,STD,,,,
2459685.752743,12.447,0.011,,B,RFDA,,ENSEMBLE,12.8,X27886K,REMOTELY FROM BURKE-GAFFNEY OBSERVATORY (PLANEWAVE CDK24 TELESCOPE).,0,2.043,Z,,12.733,,RS OPH,AAVSO,STD,,,,
2459685.75353,12.500,0.011,,B,RFDA,,ENSEMBLE,12.8,X27886K,REMOTELY FROM BURKE-GAFFNEY OBSERVATORY (PLANEWAVE CDK24 TELESCOPE).,0,2.035,Z,,12.736,,RS OPH,AAVSO,STD,,,,
2459685.754317,12.529,0.012,,B,RFDA,,ENSEMBLE,12.8,X27886K,REMOTELY FROM BURKE-GAFFNEY OBSERVATORY (PLANEWAVE CDK24 TELESCOPE).,0,2.026,Z,,12.755,,RS OPH,AAVSO,STD,,,,
2459685.755116,12.464,0.010,,B,RFDA,,ENSEMBLE,12.8,X27886K,REMOTELY FROM BURKE-GAFFNEY OBSERVATORY (PLANEWAVE CDK24 TELESCOPE).,0,2.018,Z,,12.743,,RS OPH,AAVSO,STD,,,,
2459685.755914,12.458,0.009,,B,RFDA,,ENSEMBLE,12.8,X27886K,REMOTELY FROM BURKE-GAFFNEY OBSERVATORY (PLANEWAVE CDK24 TELESCOPE).,0,2.010,Z,,12.745,,RS OPH,AAVSO,STD,,,,
2459685.756701,12.446,0.010,,B,RFDA,,ENSEMBLE,12.8,X27886K,REMOTELY FROM BURKE-GAFFNEY OBSERVATORY (PLANEWAVE CDK24 TELESCOPE).,0,2.002,Z,,12.761,,RS OPH,AAVSO,STD,,,,
2459685.757488,12.456,0.009,,B,RFDA,,ENSEMBLE,12.8,X27886K,REMOTELY FROM BURKE-GAFFNEY OBSERVATORY (PLANEWAVE CDK24 TELESCOPE).,0,1.994,Z,,12.758,,RS OPH,AAVSO,STD,,,,
2459685.758287,12.481,0.011,,B,RFDA,,ENSEMBLE,12.8,X27886K,REMOTELY FROM BURKE-GAFFNEY OBSERVATORY (PLANEWAVE CDK24 TELESCOPE).,0,1.986,Z,,12.732,,RS OPH,AAVSO,STD,,,,
2459685.759074,12.459,0.009,,B,RFDA,,ENSEMBLE,12.8,X27886K,REMOTELY FROM BURKE-GAFFNEY OBSERVATORY (PLANEWAVE CDK24 TELESCOPE).,0,1.978,Z,,12.770,,RS OPH,AAVSO,STD,,,,
2459685.759861,12.440,0.009,,B,RFDA,,ENSEMBLE,12.8,X27886K,REMOTELY FROM BURKE-GAFFNEY OBSERVATORY (PLANEWAVE CDK24 TELESCOPE).,0,1.971,Z,,12.775,,RS OPH,AAVSO,STD,,,,
2459685.76066,12.485,0.009,,B,RFDA,,ENSEMBLE,12.8,X27886K,REMOTELY FROM BURKE-GAFFNEY OBSERVATORY (PLANEWAVE CDK24 TELESCOPE).,0,1.963,Z,,12.773,,RS OPH,AAVSO,STD,,,,
2459685.761447,12.476,0.011,,B,RFDA,,ENSEMBLE,12.8,X27886K,REMOTELY FROM BURKE-GAFFNEY OBSERVATORY (PLANEWAVE CDK24 TELESCOPE).,0,1.956,Z,,12.758,,RS OPH,AAVSO,STD,,,,
2459685.762234,12.527,0.013,,B,RFDA,,ENSEMBLE,12.8,X27886K,REMOTELY FROM BURKE-GAFFNEY OBSERVATORY (PLANEWAVE CDK24 TELESCOPE).,0,1.949,Z,,12.777,,RS OPH,AAVSO,STD,,,,
2459685.763032,12.532,0.010,,B,RFDA,,ENSEMBLE,12.8,X27886K,REMOTELY FROM BURKE-GAFFNEY OBSERVATORY (PLANEWAVE CDK24 TELESCOPE).,0,1.942,Z,,12.718,,RS OPH,AAVSO,STD,,,,
2459685.763819,12.551,0.008,,B,RFDA,,ENSEMBLE,12.8,X27886K,REMOTELY FROM BURKE-GAFFNEY OBSERVATORY (PLANEWAVE CDK24 TELESCOPE).,0,1.935,Z,,12.782,,RS OPH,AAVSO,STD,,,,
2459685.764606,12.537,0.013,,B,RFDA,,ENSEMBLE,12.8,X27886K,REMOTELY FROM BURKE-GAFFNEY OBSERVATORY (PLANEWAVE CDK24 TELESCOPE).,0,1.928,Z,,12.793,,RS OPH,AAVSO,STD,,,,
2459685.765463,12.535,0.010,,B,RFDA,,ENSEMBLE,12.8,X27886K,REMOTELY FROM BURKE-GAFFNEY OBSERVATORY (PLANEWAVE CDK24 TELESCOPE).,0,1.920,Z,,12.741,,RS OPH,AAVSO,STD,,,,
2459685.766262,12.542,0.010,,B,RFDA,,ENSEMBLE,12.8,X27886K,REMOTELY FROM BURKE-GAFFNEY OBSERVATORY (PLANEWAVE CDK24 TELESCOPE).,0,1.913,Z,,12.749,,RS OPH,AAVSO,STD,,,,
2459685.767049,12.529,0.011,,B,RFDA,,ENSEMBLE,12.8,X27886K,REMOTELY FROM BURKE-GAFFNEY OBSERVATORY (PLANEWAVE CDK24 TELESCOPE).,0,1.907,Z,,12.792,,RS OPH,AAVSO,STD,,,,
2459685.823981,11.255,0.004,,V,RFDA,,ENSEMBLE,,X27886K,REMOTELY FROM BURKE-GAFFNEY OBSERVATORY (PLANEWAVE CDK24 TELESCOPE).,0,1.631,Z,,,,RS OPH,AAVSO,STD,,,,
2459685.824954,12.539,0.008,,B,RFDA,,ENSEMBLE,12.8,X27886K,REMOTELY FROM BURKE-GAFFNEY OBSERVATORY (PLANEWAVE CDK24 TELESCOPE).,0,1.629,Z,,12.764,,RS OPH,AAVSO,STD,,,,
2459685.825764,10.289,0.002,,R,RFDA,,ENSEMBLE,,X27886K,REMOTELY FROM BURKE-GAFFNEY OBSERVATORY (PLANEWAVE CDK24 TELESCOPE).,0,1.627,Z,,,,RS OPH,AAVSO,STD,,,,
2459685.826574,9.310,0.003,,I,RFDA,,ENSEMBLE,,X27886K,REMOTELY FROM BURKE-GAFFNEY OBSERVATORY (PLANEWAVE CDK24 TELESCOPE).,0,1.625,Z,,,,RS OPH,AAVSO,STD,,,,
2459686.83459,12.562,0.021,,B,RBCA,,000-BBZ-470,000-BBZ-382,X27345EL,|OBSERVAT=BSM_NM|VMAGINS=-6.839|VERR=0.018|KREFMAG=11.175|CREFMAG=12.967|CX=1.7013|KX=1.6897|KREFERR=0.043|CREFERR=0.011|VX=1.7008|TB_BV=0.0120|TB_BVERR=0.0250|TAVER=2.51,1,1.983,Z,-6.429,-8.328,,RS OPH,AAVSO,STD,101,,,
2459686.83736,11.317,0.014,,V,RBCA,,000-BBZ-470,000-BBZ-382,X27345EL,|OBSERVAT=BSM_NM|VMAGINS=-8.219|VERR=0.012|KREFMAG=10.498|CREFMAG=12.126|CX=1.6742|KX=1.6632|KREFERR=0.026|CREFERR=0.009|VX=1.6737|TV_BV=-0.0330|TV_BVERR=0.0180|TAVER=2.51,1,1.946,Z,-7.423,-9.092,,RS OPH,AAVSO,STD,101,,,
2459686.83936,9.265,0.020,,I,RBCA,,000-BBZ-470,000-BBZ-382,X27345EL,|OBSERVAT=BSM_NM|VMAGINS=-8.411|VERR=0.013|KREFMAG=9.617|CREFMAG=11.029|CX=1.6554|KX=1.6449|KREFERR=0.033|CREFERR=0.020|VX=1.6550|TI_VI=-0.0460|TI_VIERR=0.0160|TAVER=2.51,1,1.918,Z,-6.691,-8.037,,RS OPH,AAVSO,STD,101,,,
2459687.22535,12.367,0.030,,B,RBCA,,000-BBZ-470,000-BBZ-382,X27345EL,|OBSERVAT=BSM_BERRY|VMAGINS=-6.877|VERR=0.030|KREFMAG=11.175|CREFMAG=12.967|CX=1.5150|KX=1.5036|KREFERR=0.043|CREFERR=0.011|VX=1.5121|TB_BV=-0.0530|TB_BVERR=0.0110|TAVER=2.51,1,1.517,Z,-6.296,-8.248,,RS OPH,AAVSO,STD,101,,,
2459687.22711,11.171,0.021,,V,RBCA,,000-BBZ-470,000-BBZ-382,X27345EL,|OBSERVAT=BSM_BERRY|VMAGINS=-8.238|VERR=0.021|KREFMAG=10.498|CREFMAG=12.126|CX=1.5001|KX=1.4891|KREFERR=0.026|CREFERR=0.009|VX=1.4973|TV_BV=-0.0330|TV_BVERR=0.0100|TAVER=2.51,1,1.503,Z,-7.295,-8.989,,RS OPH,AAVSO,STD,101,,,
2459687.22838,9.224,0.020,,I,RBCA,,000-BBZ-470,000-BBZ-382,X27345EL,|OBSERVAT=BSM_BERRY|VMAGINS=-8.436|VERR=0.018|KREFMAG=9.617|CREFMAG=11.029|CX=1.4897|KX=1.4789|KREFERR=0.033|CREFERR=0.020|VX=1.4869|TI_VI=-0.0030|TI_VIERR=0.0100|TAVER=2.51,1,1.492,Z,-6.634,-7.995,,RS OPH,AAVSO,STD,101,,,
2459687.581,11.6,,,Vis.,TOO,,,,24.02,SCT200,,,Z,,,,RS OPH,BAA-VSS,STD,,,,BAAVSS
2459687.741806,12.635,0.038,,B,RFDA,,ENSEMBLE,,X27909F,REMOTELY FROM BURKE-GAFFNEY OBSERVATORY (PLANEWAVE CDK24 TELESCOPE).,0,2.107,Z,,,,RS OPH,AAVSO,STD,,,,
2459687.742604,12.626,0.024,,B,RFDA,,ENSEMBLE,,X27909F,REMOTELY FROM BURKE-GAFFNEY OBSERVATORY (PLANEWAVE CDK24 TELESCOPE).,0,2.097,Z,,,,RS OPH,AAVSO,STD,,,,
2459687.743391,12.646,0.034,,B,RFDA,,ENSEMBLE,,X27909F,REMOTELY FROM BURKE-GAFFNEY OBSERVATORY (PLANEWAVE CDK24 TELESCOPE).,0,2.087,Z,,,,RS OPH,AAVSO,STD,,,,
2459687.744178,12.688,0.023,,B,RFDA,,ENSEMBLE,,X27909F,REMOTELY FROM BURKE-GAFFNEY OBSERVATORY (PLANEWAVE CDK24 TELESCOPE).,0,2.078,Z,,,,RS OPH,AAVSO,STD,,,,
2459687.744965,12.692,0.024,,B,RFDA,,ENSEMBLE,,X27909F,REMOTELY FROM BURKE-GAFFNEY OBSERVATORY (PLANEWAVE CDK24 TELESCOPE).,0,2.069,Z,,,,RS OPH,AAVSO,STD,,,,
2459687.745752,12.683,0.030,,B,RFDA,,ENSEMBLE,,X27909F,REMOTELY FROM BURKE-GAFFNEY OBSERVATORY (PLANEWAVE CDK24 TELESCOPE).,0,2.060,Z,,,,RS OPH,AAVSO,STD,,,,
2459687.746539,12.671,0.027,,B,RFDA,,ENSEMBLE,,X27909F,REMOTELY FROM BURKE-GAFFNEY OBSERVATORY (PLANEWAVE CDK24 TELESCOPE).,0,2.051,Z,,,,RS OPH,AAVSO,STD,,,,
2459687.747326,12.632,0.024,,B,RFDA,,ENSEMBLE,,X27909F,REMOTELY FROM BURKE-GAFFNEY OBSERVATORY (PLANEWAVE CDK24 TELESCOPE).,0,2.043,Z,,,,RS OPH,AAVSO,STD,,,,
2459687.748113,12.614,0.031,,B,RFDA,,ENSEMBLE,,X27909F,REMOTELY FROM BURKE-GAFFNEY OBSERVATORY (PLANEWAVE CDK24 TELESCOPE).,0,2.034,Z,,,,RS OPH,AAVSO,STD,,,,
2459687.7489,12.551,0.029,,B,RFDA,,ENSEMBLE,,X27909F,REMOTELY FROM BURKE-GAFFNEY OBSERVATORY (PLANEWAVE CDK24 TELESCOPE).,0,2.026,Z,,,,RS OPH,AAVSO,STD,,,,
2459687.749699,12.591,0.027,,B,RFDA,,ENSEMBLE,,X27909F,REMOTELY FROM BURKE-GAFFNEY OBSERVATORY (PLANEWAVE CDK24 TELESCOPE).,0,2.018,Z,,,,RS OPH,AAVSO,STD,,,,
2459687.750486,12.571,0.022,,B,RFDA,,ENSEMBLE,,X27909F,REMOTELY FROM BURKE-GAFFNEY OBSERVATORY (PLANEWAVE CDK24 TELESCOPE).,0,2.009,Z,,,,RS OPH,AAVSO,STD,,,,
2459687.751273,12.543,0.030,,B,RFDA,,ENSEMBLE,,X27909F,REMOTELY FROM BURKE-GAFFNEY OBSERVATORY (PLANEWAVE CDK24 TELESCOPE).,0,2.001,Z,,,,RS OPH,AAVSO,STD,,,,
2459687.75206,12.569,0.030,,B,RFDA,,ENSEMBLE,,X27909F,REMOTELY FROM BURKE-GAFFNEY OBSERVATORY (PLANEWAVE CDK24 TELESCOPE).,0,1.994,Z,,,,RS OPH,AAVSO,STD,,,,
2459687.752847,12.590,0.028,,B,RFDA,,ENSEMBLE,,X27909F,REMOTELY FROM BURKE-GAFFNEY OBSERVATORY (PLANEWAVE CDK24 TELESCOPE).,0,1.986,Z,,,,RS OPH,AAVSO,STD,,,,
2459687.753634,12.626,0.020,,B,RFDA,,ENSEMBLE,,X27909F,REMOTELY FROM BURKE-GAFFNEY OBSERVATORY (PLANEWAVE CDK24 TELESCOPE).,0,1.978,Z,,,,RS OPH,AAVSO,STD,,,,
2459687.754421,12.631,0.021,,B,RFDA,,ENSEMBLE,,X27909F,REMOTELY FROM BURKE-GAFFNEY OBSERVATORY (PLANEWAVE CDK24 TELESCOPE).,0,1.971,Z,,,,RS OPH,AAVSO,STD,,,,
2459687.755208,12.657,0.021,,B,RFDA,,ENSEMBLE,,X27909F,REMOTELY FROM BURKE-GAFFNEY OBSERVATORY (PLANEWAVE CDK24 TELESCOPE).,0,1.963,Z,,,,RS OPH,AAVSO,STD,,,,
2459687.755995,12.664,0.017,,B,RFDA,,ENSEMBLE,,X27909F,REMOTELY FROM BURKE-GAFFNEY OBSERVATORY (PLANEWAVE CDK24 TELESCOPE).,0,1.956,Z,,,,RS OPH,AAVSO,STD,,,,
2459687.756782,12.636,0.022,,B,RFDA,,ENSEMBLE,,X27909F,REMOTELY FROM BURKE-GAFFNEY OBSERVATORY (PLANEWAVE CDK24 TELESCOPE).,0,1.949,Z,,,,RS OPH,AAVSO,STD,,,,
2459687.757569,12.639,0.026,,B,RFDA,,ENSEMBLE,,X27909F,REMOTELY FROM BURKE-GAFFNEY OBSERVATORY (PLANEWAVE CDK24 TELESCOPE).,0,1.942,Z,,,,RS OPH,AAVSO,STD,,,,
2459687.758356,12.656,0.015,,B,RFDA,,ENSEMBLE,,X27909F,REMOTELY FROM BURKE-GAFFNEY OBSERVATORY (PLANEWAVE CDK24 TELESCOPE).,0,1.935,Z,,,,RS OPH,AAVSO,STD,,,,
2459687.759144,12.651,0.018,,B,RFDA,,ENSEMBLE,,X27909F,REMOTELY FROM BURKE-GAFFNEY OBSERVATORY (PLANEWAVE CDK24 TELESCOPE).,0,1.928,Z,,,,RS OPH,AAVSO,STD,,,,
2459687.759931,12.622,0.017,,B,RFDA,,ENSEMBLE,,X27909F,REMOTELY FROM BURKE-GAFFNEY OBSERVATORY (PLANEWAVE CDK24 TELESCOPE).,0,1.921,Z,,,,RS OPH,AAVSO,STD,,,,
2459687.760718,12.653,0.020,,B,RFDA,,ENSEMBLE,,X27909F,REMOTELY FROM BURKE-GAFFNEY OBSERVATORY (PLANEWAVE CDK24 TELESCOPE).,0,1.914,Z,,,,RS OPH,AAVSO,STD,,,,
2459687.761505,12.637,0.015,,B,RFDA,,ENSEMBLE,,X27909F,REMOTELY FROM BURKE-GAFFNEY OBSERVATORY (PLANEWAVE CDK24 TELESCOPE).,0,1.908,Z,,,,RS OPH,AAVSO,STD,,,,
2459687.762303,12.670,0.013,,B,RFDA,,ENSEMBLE,,X27909F,REMOTELY FROM BURKE-GAFFNEY OBSERVATORY (PLANEWAVE CDK24 TELESCOPE).,0,1.901,Z,,,,RS OPH,AAVSO,STD,,,,
2459687.76309,12.612,0.016,,B,RFDA,,ENSEMBLE,,X27909F,REMOTELY FROM BURKE-GAFFNEY OBSERVATORY (PLANEWAVE CDK24 TELESCOPE).,0,1.895,Z,,,,RS OPH,AAVSO,STD,,,,
2459687.763877,12.641,0.015,,B,RFDA,,ENSEMBLE,,X27909F,REMOTELY FROM BURKE-GAFFNEY OBSERVATORY (PLANEWAVE CDK24 TELESCOPE).,0,1.888,Z,,,,RS OPH,AAVSO,STD,,,,
2459687.764664,12.649,0.015,,B,RFDA,,ENSEMBLE,,X27909F,REMOTELY FROM BURKE-GAFFNEY OBSERVATORY (PLANEWAVE CDK24 TELESCOPE).,0,1.882,Z,,,,RS OPH,AAVSO,STD,,,,
2459687.765451,12.634,0.012,,B,RFDA,,ENSEMBLE,,X27909F,REMOTELY FROM BURKE-GAFFNEY OBSERVATORY (PLANEWAVE CDK24 TELESCOPE).,0,1.876,Z,,,,RS OPH,AAVSO,STD,,,,
2459687.766238,12.673,0.017,,B,RFDA,,ENSEMBLE,,X27909F,REMOTELY FROM BURKE-GAFFNEY OBSERVATORY (PLANEWAVE CDK24 TELESCOPE).,0,1.870,Z,,,,RS OPH,AAVSO,STD,,,,
2459687.767025,12.666,0.012,,B,RFDA,,ENSEMBLE,,X27909F,REMOTELY FROM BURKE-GAFFNEY OBSERVATORY (PLANEWAVE CDK24 TELESCOPE).,0,1.864,Z,,,,RS OPH,AAVSO,STD,,,,
2459687.767824,12.698,0.013,,B,RFDA,,ENSEMBLE,,X27909F,REMOTELY FROM BURKE-GAFFNEY OBSERVATORY (PLANEWAVE CDK24 TELESCOPE).,0,1.858,Z,,,,RS OPH,AAVSO,STD,,,,
2459687.768611,12.671,0.012,,B,RFDA,,ENSEMBLE,,X27909F,REMOTELY FROM BURKE-GAFFNEY OBSERVATORY (PLANEWAVE CDK24 TELESCOPE).,0,1.852,Z,,,,RS OPH,AAVSO,STD,,,,
2459687.769398,12.666,0.012,,B,RFDA,,ENSEMBLE,,X27909F,REMOTELY FROM BURKE-GAFFNEY OBSERVATORY (PLANEWAVE CDK24 TELESCOPE).,0,1.847,Z,,,,RS OPH,AAVSO,STD,,,,
2459687.770185,12.681,0.017,,B,RFDA,,ENSEMBLE,,X27909F,REMOTELY FROM BURKE-GAFFNEY OBSERVATORY (PLANEWAVE CDK24 TELESCOPE).,0,1.841,Z,,,,RS OPH,AAVSO,STD,,,,
2459687.770972,12.648,0.013,,B,RFDA,,ENSEMBLE,,X27909F,REMOTELY FROM BURKE-GAFFNEY OBSERVATORY (PLANEWAVE CDK24 TELESCOPE).,0,1.836,Z,,,,RS OPH,AAVSO,STD,,,,
2459687.771759,12.622,0.012,,B,RFDA,,ENSEMBLE,,X27909F,REMOTELY FROM BURKE-GAFFNEY OBSERVATORY (PLANEWAVE CDK24 TELESCOPE).,0,1.830,Z,,,,RS OPH,AAVSO,STD,,,,
2459687.772546,12.592,0.017,,B,RFDA,,ENSEMBLE,,X27909F,REMOTELY FROM BURKE-GAFFNEY OBSERVATORY (PLANEWAVE CDK24 TELESCOPE).,0,1.825,Z,,,,RS OPH,AAVSO,STD,,,,
2459687.773333,12.613,0.014,,B,RFDA,,ENSEMBLE,,X27909F,REMOTELY FROM BURKE-GAFFNEY OBSERVATORY (PLANEWAVE CDK24 TELESCOPE).,0,1.820,Z,,,,RS OPH,AAVSO,STD,,,,
2459687.77412,12.632,0.011,,B,RFDA,,ENSEMBLE,,X27909F,REMOTELY FROM BURKE-GAFFNEY OBSERVATORY (PLANEWAVE CDK24 TELESCOPE).,0,1.815,Z,,,,RS OPH,AAVSO,STD,,,,
2459687.774907,12.621,0.011,,B,RFDA,,ENSEMBLE,,X27909F,REMOTELY FROM BURKE-GAFFNEY OBSERVATORY (PLANEWAVE CDK24 TELESCOPE).,0,1.810,Z,,,,RS OPH,AAVSO,STD,,,,
2459687.775694,12.619,0.014,,B,RFDA,,ENSEMBLE,,X27909F,REMOTELY FROM BURKE-GAFFNEY OBSERVATORY (PLANEWAVE CDK24 TELESCOPE).,0,1.805,Z,,,,RS OPH,AAVSO,STD,,,,
2459687.776493,12.622,0.011,,B,RFDA,,ENSEMBLE,,X27909F,REMOTELY FROM BURKE-GAFFNEY OBSERVATORY (PLANEWAVE CDK24 TELESCOPE).,0,1.800,Z,,,,RS OPH,AAVSO,STD,,,,
2459687.77728,12.637,0.014,,B,RFDA,,ENSEMBLE,,X27909F,REMOTELY FROM BURKE-GAFFNEY OBSERVATORY (PLANEWAVE CDK24 TELESCOPE).,0,1.795,Z,,,,RS OPH,AAVSO,STD,,,,
2459687.778067,12.621,0.015,,B,RFDA,,ENSEMBLE,,X27909F,REMOTELY FROM BURKE-GAFFNEY OBSERVATORY (PLANEWAVE CDK24 TELESCOPE).,0,1.790,Z,,,,RS OPH,AAVSO,STD,,,,
2459687.778854,12.597,0.014,,B,RFDA,,ENSEMBLE,,X27909F,REMOTELY FROM BURKE-GAFFNEY OBSERVATORY (PLANEWAVE CDK24 TELESCOPE).,0,1.785,Z,,,,RS OPH,AAVSO,STD,,,,
2459687.779641,12.635,0.015,,B,RFDA,,ENSEMBLE,,X27909F,REMOTELY FROM BURKE-GAFFNEY OBSERVATORY (PLANEWAVE CDK24 TELESCOPE).,0,1.781,Z,,,,RS OPH,AAVSO,STD,,,,
2459687.780428,12.667,0.014,,B,RFDA,,ENSEMBLE,,X27909F,REMOTELY FROM BURKE-GAFFNEY OBSERVATORY (PLANEWAVE CDK24 TELESCOPE).,0,1.776,Z,,,,RS OPH,AAVSO,STD,,,,
2459687.781215,12.605,0.011,,B,RFDA,,ENSEMBLE,,X27909F,REMOTELY FROM BURKE-GAFFNEY OBSERVATORY (PLANEWAVE CDK24 TELESCOPE).,0,1.772,Z,,,,RS OPH,AAVSO,STD,,,,
2459687.782002,12.590,0.012,,B,RFDA,,ENSEMBLE,,X27909F,REMOTELY FROM BURKE-GAFFNEY OBSERVATORY (PLANEWAVE CDK24 TELESCOPE).,0,1.767,Z,,,,RS OPH,AAVSO,STD,,,,
2459687.782789,12.565,0.016,,B,RFDA,,ENSEMBLE,,X27909F,REMOTELY FROM BURKE-GAFFNEY OBSERVATORY (PLANEWAVE CDK24 TELESCOPE).,0,1.763,Z,,,,RS OPH,AAVSO,STD,,,,
2459687.82462,12.587,0.021,,B,RBCA,,000-BBZ-470,000-BBZ-382,X27345EL,|OBSERVAT=BSM_NM|VMAGINS=-6.832|VERR=0.019|KREFMAG=11.175|CREFMAG=12.967|CX=1.7796|KX=1.7662|KREFERR=0.043|CREFERR=0.011|VX=1.7789|TB_BV=0.0120|TB_BVERR=0.0250|TAVER=2.51,1,2.105,Z,-6.448,-8.294,,RS OPH,AAVSO,STD,101,,,
2459687.82736,11.384,0.015,,V,RBCA,,000-BBZ-470,000-BBZ-382,X27345EL,|OBSERVAT=BSM_NM|VMAGINS=-8.099|VERR=0.013|KREFMAG=10.498|CREFMAG=12.126|CX=1.7487|KX=1.7360|KREFERR=0.026|CREFERR=0.009|VX=1.7480|TV_BV=-0.0330|TV_BVERR=0.0180|TAVER=2.51,1,2.062,Z,-7.369,-9.015,,RS OPH,AAVSO,STD,101,,,
